DATE,AIRCRAFT MAKE & MODEL,AIRCRAFT IDENT,ROUTE OF FLIGHT,Legs,DURATION,LANDINGS DAY,LANDINGS NIGHT,INSTRUMENT,SIMULATED INSTRUMENT,APPROACHES & TYPE,NIGHT,SIMULATOR,CROSS COUNTRY,SOLO,PILOT IN COMMAND,SECOND IN COMMAND,DUAL,INSTRUCTOR,FLIGHT COST,EXPENSES,Fuel (gal)
2004-02-26,PA28-236,N1777A,WST OWD 6B6,1,1.2,,3,,,,1.2,,,,1.2,,,,,,43
2004-02-29,PA28-236,N1777A,6B6 GDM AFN 6B6,1,1,4,,,,,,,,,1,,,,,,
2004-03-10,PA28-236,N1777A,6B6 OWD WST 6B6,1,1.8,,3,,,,1.8,,,,1.8,,,,,,
2004-03-28,PA28-236,N1777A,6B6 FIT BED 6B6,1,0.8,3,2,,,,0.2,,,,0.8,,,,,,
2004-04-12,PA28-236,N1777A,6B6 BED 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,45
2004-04-17,PA28-236,N1777A,6B6 3B3 FIT 6B6,1,0.6,4,,,,,,,,,0.6,,,,,,
2004-04-18,PA28-236,N1777A,6B6 FIT 6B6,1,0.6,3,,,,,,,,,0.6,,,,,,
2004-04-20,PA28-236,N1777A,6B6 6B6,1,0.3,2,,,,,,,,,0.3,,,,,,
2004-04-22,PA28-236,N1777A,6B6 ORH 6B6,1,0.7,4,,,,,,,,,0.7,,,,,,
2004-04-25,PA28-236,N1777A,6B6 FIT 6B6,1,0.6,5,,,,,,,,,0.6,,,,,,
2004-05-09,PA28-236,N1777A,6B6 BED 6B6,1,0.5,3,,,,,,,,,0.5,,,,,,33
2004-05-17,PA28-236,N1777A,6B6 LWM BED 6B6,1,0.6,3,,,,,,,,,0.6,,,,,,
2004-05-27,PA28-236,N1777A,6B6 FIT 6B6,1,0.8,,3,,,,0.3,,,,0.8,,,,,,
2004-05-29,PA28-236,N1777A,6B6 OWD 6B6,1,0.6,3,,,,,,,,,0.6,,,,,,23
2004-05-30,PA28-236,N1777A,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2004-05-30,PA28-236,N1777A,OWD TAN OWD,1,1,3,,,,,,,,,1,,1,,,,
2004-05-30,PA28-236,N1777A,OWD 6B6,1,0.4,1,,,,,,,,,0.4,,,,,,
2004-05-31,PA28-236,N1777A,6B6 1B6 9B1 6B6,1,0.6,3,,,,,,,,,0.6,,,,,,
2004-06-10,PA28-236,N1777A,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2004-06-11,PA28-236,N1777A,OWD 6B6,1,0.8,2,,,,,,,,,0.8,,,,,$3.04,27
2004-06-13,PA28-236,N1777A,6B6 ASH FIT 6B6,1,0.7,2,1,,,,0.1,,,,0.7,,,,,,
2004-06-16,PA28-236,N1777A,6B6 6B6,1,1.2,,1,,1,4,0.1,,,,1.2,,,,,,
2004-06-19,PA28-236,N1777A,6B6 FIT,1,0.2,1,,,,,,,,,0.2,,,,,$2.78,32
2004-06-19,PA28-236,N1777A,FIT 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
2004-06-20,PA28-236,N1777A,6B6 3B3 6B6,1,0.6,1,,,,,,,,,0.6,,,,,,
2004-06-24,PA28-236,N1777A,6B6 OWD 6B6,1,1.2,2,1,,0.4,2,0.3,,,,1.2,,,,,,
2004-06-27,PA28-236,N1777A,6B6 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2004-07-15,PA28-236,N1777A,6B6 1B6 9B1 6B6,1,0.6,4,,,,,,,,,0.6,,,,,,
2004-07-25,PA28-236,N1777A,6B6 FIT 6B6,1,0.5,2,,,,,,,,,0.5,,,,,$3.28,35
2004-08-27,PA28-236,N1777A,6B6 MVY,1,0.8,1,,,,,,,0.8,,0.8,,,,,,
2004-08-27,PA28-236,N1777A,MVY 6B6,1,0.8,1,,,,,,,0.8,,0.8,,,,,,
2004-09-01,PA28-236,N1777A,6B6 ORH FIT 6B6,1,0.9,,4,,,,0.9,,,,0.9,,,,,,
2004-09-06,PA28-236,N1777A,6B6 PYM,1,0.6,1,,,,,,,0.6,,0.6,,,,,$3.02,39
2004-09-06,PA28-236,N1777A,PYM 6B6,1,0.5,1,,,,,,,0.1,,0.5,,,,,,
2004-09-11,PA28-236,N1777A,6B6 AUG,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
2004-09-12,PA28-236,N1777A,AUG 6B6,1,1.2,1,,,,,,,1.2,,1.2,,,,,,40
2004-09-24,PA28-236,N1777A,6B6 PVC 6B6,1,1.4,1,1,,,,0.7,,1.4,,1.4,,,,,,
2004-10-03,PA28-236,N1777A,6B6 EEN 6B6,1,1.1,3,,,,,,,,,1.1,,,,,,
2004-11-11,PA28-236,N1777A,6B6 EEN,1,0.6,1,,,,,,,,,0.6,,,,,$3.24,38
2004-11-11,PA28-236,N1777A,EEN 6B6,1,0.5,1,,,,,,,,,0.5,,,,,,
2004-11-17,PA28-236,N1777A,6B6 6B6,1,0.6,1,,,,,,,,,0.6,,,,,,
2004-11-25,PA28-236,N1777A,6B6 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,
2004-12-12,PA28-236,N1777A,6B6 ORH 6B6,1,0.8,2,,,,,,,,,0.8,,,,,,
2004-12-12,PA28-236,N1777A,6B6 6B6,1,0.5,,3,,,,0.5,,,,0.5,,,,,,
2004-12-29,PA28-236,N1777A,6B6 WST,1,0.8,1,,,,,,,0.8,,0.8,,,,,,
2004-12-29,PA28-236,N1777A,WST 6B6,1,0.8,1,,,,,,,0.8,,0.8,,,,,,45
2005-01-02,PA28-236,N1777A,6B6 LCI CON 6B6,1,1.7,3,,,,,,,1.7,,1.7,,,,,$2.49,21
2005-03-13,PA28-236,N1777A,6B6 6B6,1,1.1,1,,,,,,,,,1.1,,,,,,
2005-03-19,PA28-236,N1777A,6B6 WST,1,0.9,3,,,,,,,0.9,,0.9,,,,,,
2005-03-25,PA28-236,N1777A,WST OWD 6B6,1,1,2,,,,,,,1,,1,,,,,,
2005-03-27,PA28-236,N1777A,6B6 FIT 6B6,1,0.6,4,,,,,,,,,0.6,,,,,,41
2005-04-14,PA28-236,N1777A,6B6 OWD WST,1,0.9,2,,,,,,,0.5,,0.9,,,,,,
2005-04-21,PA28-236,N1777A,WST 6B6,1,0.9,,3,,,,0.3,,0.9,,0.9,,,,,,
2005-05-29,PA28-236,N1777A,6B6 6B6,1,0.6,1,,,,,,,,,0.6,,,,,,
2005-06-18,PA28-236,N1777A,6B6 ASH 6B6,1,0.8,4,,,,,,,,,0.8,,,,,,32
2005-06-21,PA28-236,N1777A,6B6 OWD OWD 6B6,1,2.3,3,,,1.3,6,,,,,2.3,,,,,,
2005-06-24,PA28-236,N1777A,6B6 PVC 6B6,1,1.5,1,1,,,,0.8,,1.5,,1.5,,,,,,
2005-06-26,PA28-236,N1777A,6B6 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,45
2005-07-04,PA28-236,N1777A,6B6 AFN 6B6,1,1.2,2,,,,,,,,,1.2,,,,,,
2005-08-07,PA28-236,N1777A,6B6 FIT 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,
2005-10-02,PA28-236,N1777A,6B6 FIT GDM 3B3 6B6,1,1,4,,,,,,,,,1,,,,,,30
2005-10-02,PA28-236,N1777A,6B6 6B6,1,0.4,,3,,,,0.4,,,,0.4,,,,,,
2005-11-05,PA28-236,N1777A,6B6 ASH FIT 6B6,1,0.8,3,,,,,,,,,0.8,,,,,,
2005-12-24,PA28-236,N1777A,6B6 LCI 6B6,1,1.7,2,,,,,,,1.7,,1.7,,,,,,
2006-01-02,PA28-236,N1777A,6B6 BED 6B6,1,0.6,3,,,,,,,,,0.6,,,,,$3.69,39
2006-02-04,PA28-236,N1777A,6B6 GDM 6B6,1,1.1,3,,,,,,,,,1.1,,,,,,
2006-04-09,PA28-236,N1777A,6B6 7B2 0B5 6B6,1,1.4,3,,,,,,,,,1.4,,,,,,
2006-04-09,PA28-236,N1777A,6B6 ORH 6B6,1,0.7,,3,,,,0.7,,,,0.7,,,,,$3.74,34
2006-04-16,PA28-236,N1777A,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2006-04-16,PA28-236,N1777A,OWD OWD,1,1.6,1,,,1.4,6,,,,,1.6,,,,,$3.74,
2006-04-16,PA28-236,N1777A,OWD 6B6,1,0.4,1,,,,,,,,,0.4,,,,,$3.74,28
2006-04-19,PA28-236,N1777A,6B6 2G9,1,2.6,1,,0.2,,,,,2.6,,2.6,,,,,$3.45,38
2006-04-19,PA28-236,N1777A,2G9 LBE,1,0.3,1,,,,,,,,,0.3,,,,,,
2006-04-19,PA28-236,N1777A,LBE INT,1,2.2,1,,0.5,,1,,,2.2,,2.2,,,,,$3.75,31
2006-04-19,PA28-236,N1777A,INT CUB,1,1.5,1,,0.2,,,,,1.5,,1.5,,,,,$4.59,10
2006-04-22,PA28-236,N1777A,CUB SFQ,1,2.1,1,,0.5,,,,,2.1,,2.1,,,,,$3.63,34
2006-04-22,PA28-236,N1777A,SFQ 6B6,1,3,1,,2,,,,,3,,3,,,,,$3.74,39
2006-04-29,PA28-236,N1777A,6B6 OWD,1,0.4,2,,,,,,,,,0.4,,,,,,
2006-04-29,PA28-236,N1777A,OWD WST,1,0.5,1,,,,,,,0.5,,0.5,,,,,,
2006-06-11,PA28-236,N1777A,WST 6B6,1,0.8,1,,,,,,,0.8,,0.8,,,,,$3.99,21
2006-07-08,PA28-236,N1777A,6B6 6B6,1,0.6,1,,,,,,,,,0.6,,,,,,
2006-07-08,PA28-236,N1777A,6B6 3B3 6B6,1,0.7,3,,,,,,,,,0.7,,,,,,
2006-07-17,PA28-236,N1777A,6B6 FIT 6B6,1,0.9,3,,,,,,,,,0.9,,0.9,,,,
2006-08-08,PA28-236,N1777A,6B6 FIT 6B6,1,0.7,1,3,,,,0.4,,,,0.7,,,,,,
2006-08-12,PA28-236,N1777A,6B6 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2006-08-13,PA28-236,N1777A,6B6 6B6,1,0.3,7,,,,,,,,,0.3,,,,,,
2006-08-14,PA28-236,N1777A,6B6 6B6,1,0.1,1,,,,,,,,,0.1,,,,,,
2006-09-01,PA28-236,N1777A,6B6 MVY,1,0.8,1,,,,,,,0.8,,0.8,,,,,$4.59,15
2006-09-01,PA28-236,N1777A,MVY 6B6,1,0.8,1,,,,,,,0.8,,0.8,,,,,,
2006-09-09,PA28-236,N1777A,6B6 GHG,1,0.5,1,,,,,,,,,0.5,,,,,$4.20,42
2006-09-09,PA28-236,N1777A,GHG 6B6,1,0.6,1,,,,,,,,,0.6,,,,,,
2006-09-15,PA28-236,N1777A,6B6 SFQ,1,3.7,1,,2,,,,,3.7,,3.7,,,,,$3.43,53
2006-09-15,PA28-236,N1777A,SFQ CUB,1,2.2,1,,,,,,,2.2,,2.2,,,,,$3.98,7
2006-09-19,PA28-236,N1777A,CUB SFQ,1,2.1,1,,0.5,,,,,2.1,,2.1,,,,,$3.43,44
2006-09-19,PA28-236,N1777A,SFQ 6B6,1,3,1,,1,,,,,3,,3,,,,,,
2006-09-19,PA28-236,N1777A,6B6 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2006-09-21,PA28-236,N1777A,6B6 OWD,1,0.3,1,,,,,,,0.3,,0.3,,,,,,
2006-09-21,PA28-236,N1777A,OWD WST,1,0.6,1,,,,,,,0.6,,0.6,,,,,$3.75,50
2006-09-21,PA28-236,N1777A,WST OWD,1,0.7,,1,,,,0.1,,0.7,,0.7,,,,,,
2006-09-25,PA28-236,N1777A,OWD 6B6,1,0.3,,1,,,,0.3,,,,0.3,,,,,,
2006-10-06,PA28-236,N1777A,6B6 OWD 6B6,1,0.7,2,,,,,,,,,0.7,,,,,,
2006-10-27,PA28-236,N1777A,6B6 OWD 6B6,1,1,3,,,,,,,,,1,,,,,,
2006-11-03,PA28-236,N1777A,6B6 OWD,1,0.3,1,,,,,,,,,0.3,,,,,,
2006-11-10,PA28-236,N1777A,6B6 OWD BED 6B6,1,0.8,,3,,,,0.8,,,,0.8,,,,,$3.79,50
2006-11-11,PA28-236,N1777A,6B6 CDW,1,1.7,1,,,,,,,1.7,,1.7,,,,,,
2006-11-11,PA28-236,N1777A,CDW 6B6,1,1.2,1,,,,,,,1.2,,1.2,,,,,,
2006-11-24,PA28-236,N1777A,6B6 LWM 6B6,1,0.7,2,,,,,,,,,0.7,,,,,$3.79,44
2006-12-17,PA28-236,N1777A,6B6 GDM FIT 6B6,1,0.8,4,,,,,,,,,0.8,,,,,,
2007-02-21,PA28-236,N1777A,6B6 EEN 6B6,1,1.1,3,,,,,,,,,1.1,,,,,,
2007-02-21,PA28-236,N1777A,6B6 FIT 6B6,1,0.6,,3,,,,0.6,,,,0.6,,,,,,
2007-02-25,PA28-236,N1777A,6B6 6B6,1,0.8,1,,,,,,,,,0.8,,,,,$3.69,35
2007-03-10,PA28-236,N1777A,6B6 FIT 6B6,1,0.7,2,,,,,,,,,0.7,,,,,,
2007-03-24,PA28-236,N1777A,6B6 ORE 6B6,1,0.8,2,,,,,,,,,0.8,,,,,,
2007-04-21,PA28-236,N1777A,6B6 LCI 6B6,1,1.7,2,,,,,,,1.7,,1.7,,,,,$3.69,34
2007-05-06,PA28-236,N1777A,6B6 BED 6B6,1,2.5,3,,,1.5,6,,,,,2.5,,,,,,
2007-05-09,PA28-236,N1777A,6B6 ORH 6B6,1,0.8,,4,,,,0.8,,,,0.8,,,,,$3.99,25
2007-05-27,PA28-236,N1777A,6B6 BID WST 0B8 6B6,1,2.1,4,,,,,,,2.1,,2.1,,,,,$3.99,32
2007-05-28,PA28-236,N1777A,6B6 6B6,1,0.3,1,,,,,,,,,0.3,,,,,,
2007-05-29,PA28-236,N1777A,6B6 ORH 6B6,1,0.7,2,,,,,,,,,0.7,,,,,,
2007-06-07,PA28-236,N1777A,6B6 WST,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2007-06-14,PA28-236,N1777A,WST 6B6,1,1,,1,0.2,,,1,,1,,1,,,,,$3.99,28
2007-07-13,PA28-236,N1777A,ORH 3B0 ORH 6B6,1,1.9,3,,,,,,,,,1.9,,,,,$4.09,23
2007-07-13,PA28-236,N1777A,6B6 ORH 6B6,1,0.7,2,,,,,,,,,0.7,,,,,,
2007-07-14,PA28-236,N1777A,6B6 EEN 6B6,1,1,2,,,,,,,,,1,,,,,,
2007-07-14,PA28-236,N1777A,6B6 PVC 6B6,1,1.5,1,1,,,,0.2,,1.5,,1.5,,,,,,
2007-07-15,PA28-236,N1777A,6B6 FIT ORH 6B6,1,0.9,3,,,,,,,,,0.9,,,,,$4.09,43
2007-07-21,PA28-236,N1777A,6B6 6B6,1,1,1,,,,,,,,,1,,,,,,
2007-07-21,PA28-236,N1777A,6B6 MVY 6B6,1,1.7,2,,,,,,,1.7,,1.7,,,,,,
2007-07-22,PA28-236,N1777A,6B6 FIT 6B6,1,0.6,1,,,,,,,,,0.6,,,,,,
2007-07-29,PA28-236,N1777A,6B6 6B6,1,1.1,1,,,,,,,,,1.1,,,,,$4.09,49
2007-07-31,PA28-236,N1777A,6B6 BED BED 6B6,1,1.6,2,1,,1,3,0.2,,,,1.6,,,,,,
2007-08-11,PA28-236,N1777A,6B6 ORH FIT 6B6,1,1.1,,2,,,,0.3,,,,1.1,,,,,,
2007-08-11,PA28-236,N1777A,6B6 FIT 6B6,1,0.6,,2,,,,0.6,,,,0.6,,,,,$4.29,32
2007-08-12,PA28-236,N1777A,6B6 6B6,1,1.4,1,,,1.4,3,,,,,1.4,,,,,,
2007-08-12,PA28-236,N1777A,6B6 6B6,1,0.2,1,,,,,,,,,0.2,,,,,$4.29,20
2007-08-16,PA28-236,N1777A,6B6 ORH,1,0.3,1,,,,,,,,,0.3,,,,,,
2007-08-16,PA28-236,N1777A,ORH SFQ,1,3.8,1,,1,,,,,3.8,,3.8,,,,,$3.93,49
2007-08-16,PA28-236,N1777A,SFQ CAE,1,2.4,1,,,,,,,2.4,,2.4,,,,,$4.27,32
2007-08-19,PA28-236,N1777A,CAE FRR,1,2.7,1,,1.5,,,,,2.7,,2.7,,,,,,
2007-08-19,PA28-236,N1777A,FRR FRR,1,0.5,1,,,,,,,,,0.5,,,,,$4.15,38
2007-08-19,PA28-236,N1777A,FRR 6B6,1,3,1,,1.5,,,,,3,,3,,,,,$4.29,39
2007-09-03,PA28-236,N1777A,6B6 AFN 6B6,1,0.9,2,,,,,,,,,0.9,,,,,,
2007-09-06,PA28-236,N1777A,6B6 HFD 6B6,1,1.6,2,,,,,,,1.6,,1.6,,,,,,
2007-09-06,PA28-236,N1777A,6B6 6B6,1,0.5,1,,,,,,,,,0.5,,,,,$3.99,30
2007-09-14,PA28-236,N1777A,6B6 SFZ 6B6,1,0.8,3,,,,,,,,,0.8,,,,,,
2007-09-20,PA28-236,N1777A,6B6 HFD 6B6,1,1.5,2,,,,,,,1.5,,1.5,,,,,$3.99,25
2007-09-30,PA28-236,N1777A,6B6 FIT ORH,1,0.6,2,,,,,,,,,0.6,,,,,,
2007-10-15,PA28-236,N1777A,ORH BED 6B6,1,0.8,,2,,,,0.8,,,,0.8,,,,,,
2007-11-25,PA28-236,N1777A,6B6 ASH 6B6,1,0.7,2,,,,,,,,,0.7,,,,,,
2007-11-25,PA28-236,N1777A,6B6 ASH 6B6,1,0.7,2,,,,,,,,,0.7,,,,,$3.99,26
2008-03-30,PA28-236,N1777A,6B6 FIT 6B6,1,0.7,3,,,,,,,,,0.7,,,,,,
2008-03-30,PA28-236,N1777A,6B6 GDM EEN 6B6,1,1.2,3,,,,,,,,,1.2,,,,,,
2008-03-30,PA28-236,N1777A,6B6 6B6,1,0.3,,3,,,,0.3,,,,0.3,,,,,,
2008-04-21,PA28-236,N1777A,6B6 IJD 6B6,1,1.3,2,,,,,,,,,1.3,,,,,$3.99,12
2008-04-26,PA28-236,N1777A,6B6 6B6,1,1.9,1,,,1.8,6,,,,,1.9,,,,,$3.99,24
2008-04-26,PA28-236,N1777A,6B6 3B0 ORH 6B6,1,1.2,4,,,,,,,,,1.2,,,,,$3.99,12
2008-05-23,PA28-236,N1777A,6B6 SFQ,1,3.9,1,,,,,,,3.9,,3.9,,,,,$4.51,49
2008-05-23,PA28-236,N1777A,SFQ CAE,1,2.6,1,,,,,,,2.6,,2.6,,,,,$5.25,18
2008-05-26,PA28-236,N1777A,CAE SFQ,1,2.3,1,,,,,,,2.3,,2.3,,,,,$4.51,42
2008-05-26,PA28-236,N1777A,SFQ 6B6,1,3,1,,,,,,,3,,3,,,,,$4.49,36
2008-06-08,PA28-236,N1777A,6B6 WST,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2008-06-21,PA28-236,N1777A,WST 6B6,1,0.7,1,,,,,,,0.7,,0.7,,,,,$4.99,17
2008-06-21,PA28-236,N1777A,WST 6B6,1,0.2,1,,,,,,,,,0.2,,,,,,
2008-06-28,PA28-236,N1777A,6B6 SFQ,1,4.1,1,,0.2,,,,,4.1,,4.1,,,,,$4.74,49
2008-06-28,PA28-236,N1777A,SFQ CRE,1,2,1,,,,,,,2,,2,,,,,,
2008-06-28,PA28-236,N1777A,CRE 60J,1,0.3,1,,,,,,,,,0.3,,,,,$5.29,25
2008-07-05,PA28-236,N1777A,60J CRE,1,0.3,1,,,,,,,,,0.3,,,,,,
2008-07-05,PA28-236,N1777A,CRE CAE,1,1.3,1,,,,,,,1.3,,1.3,,,,,$5.65,6
2008-07-08,PA28-236,N1777A,CAE SFQ,1,2.2,1,,,,,,,2.2,,2.2,,,,,$4.82,39
2008-07-08,PA28-236,N1777A,SFQ 6B6,1,3.1,1,,,,,,,3.1,,3.1,,,,,,
2008-07-09,PA28-236,N1777A,6B6 PYM 6B6,1,1.2,1,,,,,,,,,1.2,,,,,$5.19,50
2008-07-12,PA28-236,N1777A,6B6 BHB,1,1.5,1,,0.3,,,,,1.5,,1.5,,,,,,
2008-07-13,PA28-236,N1777A,BHB 6B6,1,2.1,1,,,,,,,2.1,,2.1,,,,,,
2008-08-04,PA28-236,N1777A,6B6 ORH,1,0.4,1,,,,,,,,,0.4,,,,,,
2008-08-05,PA28-236,N1777A,ORH 6B6,1,0.4,1,,,,,,,,,0.4,,,,,$5.25,51
2008-08-12,PA28-236,N1777A,6B6 LCI 6B6,1,1.9,2,,,0.4,2,,,1.9,,1.9,,1.9,,,,
2008-08-16,PA28-236,N1777A,6B6 FIT 6B6,1,0.5,2,,,,,,,,,0.5,,,,,$5.25,25
2008-09-13,PA28-236,N1777A,6B6 PYM 6B6,1,1.1,1,1,,,,0.5,,,,1.1,,,,,,
2008-10-05,PA28-236,N1777A,6B6 ASH FIT 6B6,1,0.8,5,,,,,,,,,0.8,,,,,,
2008-10-18,PA28-236,N1777A,6B6 EEN 6B6,1,1,3,,,,,,,,,1,,,,,,
2008-10-19,PA28-236,N1777A,6B6 FIT,1,0.3,1,,,,,,,,,0.3,,,,,,
2008-10-19,PA28-236,N1777A,FIT EEN 6B6,1,0.9,2,,,,,,,,,0.9,,,,,$4.89,46
2008-11-10,PA28-236,N1777A,6B6 EEN 6B6,1,1.1,2,,,,,,,,,1.1,,,,,,
2008-11-27,PA28-236,N1777A,6B6 PYM 6B6,1,1.1,2,,,,,,,,,1.1,,,,,,
2009-03-08,PA28-236,N1777A,6B6 PYM 6B6,1,1.1,2,,,,,,,,,1.1,,,,,$3.39,37
2009-03-16,PA28-236,N1777A,6B6 ORH 6B6,1,0.7,,3,,,,0.7,,,,0.7,,,,,,
2009-03-17,PA28-236,N1777A,6B6 ORH FIT 6B6,1,0.7,,3,,,,0.5,,,,0.7,,,,,,
2009-03-21,PA28-236,N1777A,6B6 6B6,1,1.9,1,,,1.8,6,,,,,1.9,,,,,$3.39,38
2009-03-22,PA28-236,N1777A,6B6 PYM  6B6,1,1.2,2,,,,,,,,,1.2,,,,,$3.39,12
2009-04-18,PA28-236,N1777A,6B6 6B6,1,0.1,1,,,,,,,,,0.1,,,,,,
2009-04-25,PA28-236,N1777A,6B6 6B6,1,0.5,2,,,,,,,,,0.5,,,,,,
2009-04-26,PA28-236,N1777A,6B6 ORH FIT 6B6,1,0.9,3,,,,,,,,,0.9,,,,,,
2009-05-22,PA28-236,N1777A,6B6 SFQ,1,3.6,1,,,,,,,3.6,,3.6,,,,,$3.28,46
2009-05-22,PA28-236,N1777A,SFQ CAE,1,2.4,1,,,,,,,2.4,,2.4,,,,,$4.11,8
2009-05-25,PA28-236,N1777A,CAE SFQ,1,2.4,1,,0.3,,,,,2.4,,2.4,,,,,$3.28,50
2009-05-25,PA28-236,N1777A,SFQ 6B6,1,3.3,1,,1.5,,,,,3.3,,3.3,,,,,$3.29,41
2009-06-20,PA28-236,N1777A,6B6 6B6,1,0.7,1,,,,,,,,,0.7,,,,,,
2009-06-20,PA28-236,N1777A,6B6 ORH,1,0.4,1,,,,,,,,,0.4,,,,,,
2009-06-23,PA28-236,N1777A,ORH 6B6,1,0.7,3,,0.1,,,,,,,0.7,,,,,,
2009-06-25,PA28-236,N1777A,6B6 SFZ 6B6,1,0.8,2,,,,,,,,,0.8,,,,,,
2009-06-26,PA28-236,N1777A,6B6  6B6,1,0.2,1,,,,,,,,,0.2,,,,,$3.79,33
2009-06-27,PA28-236,N1777A,6B6  SFQ,1,3.6,1,,,,,,,3.6,,3.6,,,,,$3.28,45
2009-06-27,PA28-236,N1777A,SFQ CRE,1,1.7,1,,,0.3,,,,1.7,,1.7,,,,,,
2009-06-27,PA28-236,N1777A,SFQ 60J,1,0.5,1,,,,,,,,,0.5,,,,,,
2009-06-28,PA28-236,N1777A,60J 60J,1,0.8,1,,,,,,,,,0.8,,,,,$3.99,33
2009-07-04,PA28-236,N1777A,60J CRE,1,0.2,1,,,,,,,,,0.2,,,,,,
2009-07-04,PA28-236,N1777A,CRE CAE,1,1.3,1,,,,,,,1.3,,1.3,,,,,,
2009-07-07,PA28-236,N1777A,CAE SFQ,1,2.6,1,,0.2,,,,,2.6,,2.6,,,,,$3.28,49
2009-07-07,PA28-236,N1777A,SFQ HFD,1,2.8,1,,1,,1,,,2.8,,2.8,,,,,,
2009-07-07,PA28-236,N1777A,HFD 6B6,1,0.7,1,,,,,,,0.7,,0.7,,,,,,
2009-07-12,PA28-236,N1777A,6B6 ORH 6B6,1,0.6,2,,,,,,,,,0.6,,,,,$3.79,51
2009-07-14,PA28-236,N1777A,6B6 EEN 6B6,1,1.1,,3,,,,0.8,,,,1.1,,,,,,
2009-07-26,PA28-236,N1777A,6B6 PWM,1,0.8,1,,0.8,,1,,,0.8,,0.8,,,,,,
2009-07-26,PA28-236,N1777A,PWM 6B6,1,1.2,1,,1,,1,,,1.2,,1.2,,,,,$3.79,36
2009-07-26,PA28-236,N1777A,6B6 PWM,1,0.8,1,,0.8,,1,,,0.8,,0.8,,,,,,
2009-07-26,PA28-236,N1777A,PWM 6B6,1,1.1,1,,0.5,,1,,,1.1,,1.1,,,,,$3.79,23
2009-08-23,PA28-236,N1777A,6B6 ORH FIT 6B6,1,0.8,3,,,,,,,,,0.8,,,,,$3.79,8
2009-09-05,PA28-236,N1777A,6B6 MVY,1,0.8,1,,,,,,,0.8,,0.8,,,,,,
2009-09-05,PA28-236,N1777A,MVY 6B6,1,0.9,1,,,,,,,0.9,,0.9,,,,,,
2009-09-07,PA28-236,N1777A,6B6 PYM,1,0.5,1,,,,,,,,,0.5,,,,,,
2009-09-08,PA28-236,N1777A,PYM 6B6,1,0.6,1,,,,,,,,,0.6,,,,,$3.79,33
2009-10-09,PA28-236,N1777A,6B6 SFQ,1,4.5,1,,2.3,,,,,4.5,,4.5,,,,,$3.28,56
2009-10-09,PA28-236,N1777A,SFQ CAE,1,3.1,1,,2.2,,,,,3.1,,3.1,,,,,$4.75,10
2009-10-12,PA28-236,N1777A,CAE SFQ,1,2.4,1,,0.6,,,,,,,2.4,,,,,$3.28,54
2009-10-12,PA28-236,N1777A,SFQ 6B6,1,3.2,1,,0.5,,,,,,,3.2,,,,,$3.79,38
2009-11-15,PA28-236,N1777A,6B6 EEN 6B6,1,1.2,3,,,,,,,,,1.2,,,,,,
2009-11-16,PA28-236,N1777A,6B6 ORH FIT 6B6,1,1.1,,3,,,,1.1,,,,1.1,,,,,,
2009-11-21,PA28-236,N1777A,6B6 FIT EEN 6B6,1,1.2,3,,,,,,,,,1.2,,,,,$3.79,42
2009-11-22,PA28-236,N1777A,6B6 6B6,1,0.8,1,,,,,,,,,0.8,,,,,,
2009-11-29,PA28-236,N1777A,6B6 ORH SFZ 6B6,1,0.9,3,,,,,,,,,0.9,,,,,,
2010-03-02,PA28-236,N1777A,6B6 EEN 6B6,1,1.1,4,,,,,,,,,1.1,,,,,$3.99,31
2010-03-12,PA28-236,N1777A,6B6 FIT 6B6 ORH 6B6,1,1.3,5,,,,,,,,,1.3,,,,,,
2010-03-13,PA28-236,N1777A,6B6 ASH FIT 6B6,1,0.9,3,,,,,,,,,0.9,,,,,$3.99,21
2010-03-17,PA28-236,N1777A,6B6 3B0 FIT 6B6,1,1,3,,,,,,,,,1,,,,,,
2010-03-25,PA28-236,N1777A,6B6 SFQ,1,4.6,1,,,,,,,4.6,,4.6,,,,,$3.56,50
2010-03-25,PA28-236,N1777A,SFQ CAE,1,2.9,1,,,,,,,2.9,,2.9,,,,,$5.08,11
2010-03-28,PA28-236,N1777A,CAE SFQ,1,2.2,1,,0.5,,,,,2.2,,2.2,,,,,$3.56,46
2010-03-28,PA28-236,N1777A,SFQ 6B6,1,3,1,,1.5,,,,,3,,3,,,,,$3.99,36
2010-04-12,PA28-236,N1777A,6B6 OWD BED 6B6,1,2.1,2,1,,1.6,6,0.3,,,,2.1,,,,,,
